qname	qlength	qstart	qend	strand	tname	tlength	tstart	tend	divergence	mapq	attributes
5	308816	139074	141388	-	501204539	20333	1792	4108	0.0504	51	mm:101;ins:3,7;del:1,9;score:1762
6	591782	259410	261833	-	501204539	20333	4242	6637	0.0723	60	mm:128;ins:4,38;del:2,10;score:1661
3	369480	244427	244547	-	501208704	151113	149006	149126	0.0167	8	mm:2;ins:0,0;del:0,0;score:110
9	183372	64070	64564	+	501210211	386354	348897	349391	0.0121	60	mm:6;ins:0,0;del:0,0;score:464
13	131654	13978	17034	-	501210740	343886	277100	280156	0.0000	60	mm:0;ins:0,0;del:0,0;score:3056
4	319932	109793	110741	-	501211519	120146	20264	21210	0.0686	1	mm:63;ins:2,2;del:0,0;score:617
11	237718	161896	163109	+	501213210	182237	181029	182237	0.0280	60	mm:29;ins:2,5;del:0,0;score:1046
2	676873	291285	291993	+	501216361	2201	1241	1949	0.0325	60	mm:23;ins:0,0;del:0,0;score:593
10	150036	130741	131420	-	501216694	1282	0	679	0.0000	60	mm:0;ins:0,0;del:0,0;score:679
9	183372	25118	26231	+	501216772	8282	6152	7265	0.0207	60	mm:23;ins:0,0;del:0,0;score:998
5	308816	66122	67711	+	501218527	3541	1952	3541	0.0000	60	mm:0;ins:0,0;del:0,0;score:1589
7	474387	188331	188579	-	501218945	4373	211	446	0.0685	60	mm:4;ins:1,13;del:0,0;score:196
6	591782	233738	234432	-	501219146	8274	541	1235	0.0000	60	mm:0;ins:0,0;del:0,0;score:694
5	308816	23124	24144	-	501219918	4565	928	1951	0.0459	60	mm:40;ins:2,2;del:1,5;score:793
7	474387	172406	172531	+	501221746	3324	0	125	0.0160	54	mm:2;ins:0,0;del:0,0;score:115
15	103233	90685	94009	-	501221746	3324	0	3324	0.0024	60	mm:8;ins:0,0;del:0,0;score:3284
1	1238593	274861	275152	+	501225909	122931	62624	62915	0.0137	60	mm:4;ins:0,0;del:0,0;score:271
2	676873	127690	128300	-	501225963	1897	0	610	0.0000	60	mm:0;ins:0,0;del:0,0;score:610
7	474387	210611	211347	+	501230002	1952	1216	1952	0.0000	60	mm:0;ins:0,0;del:0,0;score:736
3	369480	77404	77512	+	501230002	1952	1844	1952	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
2	676873	41045	43201	-	501230429	2156	0	2156	0.0005	60	mm:1;ins:0,0;del:0,0;score:2151
8	284015	113627	114420	+	501231365	2506	0	793	0.0000	60	mm:0;ins:0,0;del:0,0;score:793
2	676873	364214	365691	+	501231678	15352	1399	2872	0.0364	60	mm:40;ins:2,9;del:1,5;score:1236
7	474387	34533	34733	-	501235703	11412	6322	6522	0.0300	14	mm:6;ins:0,0;del:0,0;score:170
2	676873	70278	72439	-	501252973	3026	865	3026	0.0000	60	mm:0;ins:0,0;del:0,0;score:2161
2	676873	304645	307410	+	501257576	10062	0	2765	0.0000	60	mm:0;ins:0,0;del:0,0;score:2765
17	150032	26824	27954	-	501257576	10062	8351	9487	0.0255	60	mm:23;ins:0,0;del:3,6;score:991
17	150032	26298	26893	-	501257577	2552	0	595	0.0000	60	mm:0;ins:0,0;del:0,0;score:595
3	369480	111435	112750	-	501266295	1315	0	1315	0.0000	60	mm:0;ins:0,0;del:0,0;score:1315
6	591782	506642	507285	+	501269872	1690	1047	1690	0.0000	60	mm:0;ins:0,0;del:0,0;score:643
16	107813	50261	51663	+	501270128	1562	153	1557	0.0570	60	mm:78;ins:0,0;del:1,2;score:1004
12	131948	109360	109940	+	501273182	7572	6992	7572	0.0000	60	mm:0;ins:0,0;del:0,0;score:580
2	676873	307369	307495	-	501283425	8869	8111	8237	0.0397	0	mm:5;ins:0,0;del:0,0;score:101
3	369480	123089	125373	-	501285134	3030	0	2284	0.0057	60	mm:13;ins:0,0;del:0,0;score:2219
3	369480	121728	123635	-	501285135	1907	0	1907	0.0010	60	mm:2;ins:0,0;del:0,0;score:1897
8	284015	35839	35955	-	501290427	6867	4580	4701	0.0744	10	mm:4;ins:0,0;del:1,5;score:85
2	676873	487679	488370	+	501293867	1372	0	691	0.0000	0	mm:0;ins:0,0;del:0,0;score:691
1	1238593	539858	541230	-	501293867	1372	0	1372	0.0000	60	mm:0;ins:0,0;del:0,0;score:1372
20	62468	25629	28783	-	501300094	11317	629	3783	0.0003	60	mm:1;ins:0,0;del:0,0;score:3149
20	62468	14508	15359	-	501300094	11317	10466	11317	0.0000	60	mm:0;ins:0,0;del:0,0;score:851
4	319932	112437	114881	+	501303804	4661	1467	3911	0.0000	60	mm:0;ins:0,0;del:0,0;score:2444
7	474387	415092	415684	-	501314248	3083	2501	3083	0.0541	51	mm:22;ins:1,10;del:0,0;score:456
6	591782	104846	105454	+	501316753	1438	830	1438	0.0000	60	mm:0;ins:0,0;del:0,0;score:608
6	591782	102054	102874	-	501316757	3070	0	820	0.0000	60	mm:0;ins:0,0;del:0,0;score:820
1	1238593	896568	897186	+	501328289	17130	0	618	0.0000	60	mm:0;ins:0,0;del:0,0;score:618
1	1238593	897910	900118	+	501328289	17130	619	2827	0.0000	60	mm:0;ins:0,0;del:0,0;score:2208
1	1238593	907129	908354	+	501328289	17130	7903	9128	0.0000	60	mm:0;ins:0,0;del:0,0;score:1225
1	1238593	908255	910717	+	501328289	17130	13821	16261	0.0219	60	mm:32;ins:1,22;del:0,0;score:2252
6	591782	446298	446773	-	501328441	296281	80203	80679	0.0231	19	mm:10;ins:0,0;del:1,1;score:418
1	1238593	413080	413408	+	501341988	8202	3630	3964	0.0419	60	mm:8;ins:0,0;del:1,6;score:276
1	1238593	413645	414290	+	501341988	8202	4007	4652	0.0357	60	mm:23;ins:0,0;del:0,0;score:530
1	1238593	414008	417375	+	501341988	8202	4851	8202	0.0282	60	mm:69;ins:3,21;del:1,5;score:2951
14	116408	59156	63444	+	501345743	4288	0	4288	0.0000	60	mm:0;ins:0,0;del:0,0;score:4288
1	1238593	324333	326903	+	501362991	3611	0	2575	0.0035	60	mm:4;ins:0,0;del:1,5;score:2539
7	474387	401148	402882	+	501371025	1782	43	1782	0.0299	60	mm:47;ins:0,0;del:2,5;score:1482
6	591782	482272	483898	+	501380048	10157	8564	10157	0.0381	60	mm:29;ins:1,33;del:0,0;score:1409
18	87812	54299	54407	-	501388023	3370	2711	2819	0.0093	60	mm:1;ins:0,0;del:0,0;score:103
8	284015	33362	34369	-	501396739	66360	64328	65329	0.0397	60	mm:34;ins:1,6;del:0,0;score:819
3	369480	257789	258447	+	501397689	103172	74036	74694	0.0167	18	mm:11;ins:0,0;del:0,0;score:603
2	676873	381539	382654	+	501402854	9130	1942	3055	0.0475	60	mm:51;ins:1,2;del:0,0;score:850
14	116408	0	990	+	501402854	9130	2394	3384	0.0485	60	mm:48;ins:0,0;del:0,0;score:750
8	284015	122726	122922	-	501403569	44977	11117	11307	0.0867	0	mm:11;ins:2,6;del:0,0;score:117
1	1238593	1146159	1147154	-	501404152	113378	6885	7880	0.0352	22	mm:35;ins:0,0;del:0,0;score:820
1	1238593	1196574	1197580	-	501405364	4789	3769	4789	0.0514	60	mm:15;ins:1,12;del:1,26;score:869
7	474387	105128	105447	-	501406299	24728	21815	22138	0.0433	0	mm:10;ins:0,0;del:1,4;score:259
1	1238593	381397	381586	-	501407836	283981	230685	230874	0.0370	60	mm:7;ins:0,0;del:0,0;score:154
14	116408	70964	71332	+	501409214	6835	4556	4924	0.0054	60	mm:2;ins:0,0;del:0,0;score:358
13	131654	85945	86018	+	501421818	3484	2758	2831	0.0000	60	mm:0;ins:0,0;del:0,0;score:73
2	676873	104317	105067	+	501422147	49741	13168	13918	0.0320	59	mm:24;ins:0,0;del:0,0;score:630
8	284015	121142	121477	-	501427137	7643	7054	7389	0.0119	60	mm:4;ins:0,0;del:0,0;score:315
17	150032	12851	12960	-	501437501	4210	2679	2788	0.0092	60	mm:1;ins:0,0;del:0,0;score:104
1	1238593	231450	232738	+	501439857	1288	0	1288	0.0000	60	mm:0;ins:0,0;del:0,0;score:1288
14	116408	73839	75790	-	501439930	2481	0	1951	0.0026	60	mm:5;ins:0,0;del:0,0;score:1926
14	116408	72766	73295	-	501439930	2481	1952	2481	0.0000	60	mm:0;ins:0,0;del:0,0;score:529
3	369480	138956	139198	+	501452530	35393	1967	2209	0.0041	60	mm:1;ins:0,0;del:0,0;score:237
3	369480	636	839	+	501452530	35393	2070	2273	0.0049	60	mm:1;ins:0,0;del:0,0;score:198
1	1238593	1219052	1219164	+	501457952	3479	1810	1922	0.0000	19	mm:0;ins:0,0;del:0,0;score:112
7	474387	277338	277669	+	501466762	63779	31987	32318	0.0544	40	mm:18;ins:0,0;del:0,0;score:241
22	29686	10398	11640	+	501474204	2494	0	1242	0.0000	60	mm:0;ins:0,0;del:0,0;score:1242
3	369480	68062	68993	+	501474371	2575	1644	2575	0.0000	60	mm:0;ins:0,0;del:0,0;score:931
1	1238593	814055	816714	-	501480220	2659	0	2659	0.0000	60	mm:0;ins:0,0;del:0,0;score:2659
5	308816	279769	279991	+	501483818	2913	271	493	0.0045	0	mm:1;ins:0,0;del:0,0;score:217
10	150036	8893	8969	+	501484132	6920	2646	2722	0.0132	60	mm:1;ins:0,0;del:0,0;score:71
20	62468	9178	9288	-	501494353	13535	1644	1754	0.0091	60	mm:1;ins:0,0;del:0,0;score:105
7	474387	330043	333185	+	501500037	4787	1042	4184	0.0169	60	mm:53;ins:0,0;del:0,0;score:2877
17	150032	31609	31844	-	501503615	571949	10552	10787	0.0340	35	mm:8;ins:0,0;del:0,0;score:195
6	591782	268676	269569	+	501513341	10393	1458	2351	0.0000	60	mm:0;ins:0,0;del:0,0;score:893
6	591782	271625	271838	+	501513341	10393	2351	2559	0.0282	60	mm:1;ins:1,5;del:0,0;score:192
6	591782	272025	272918	+	501513342	3542	0	893	0.0000	60	mm:0;ins:0,0;del:0,0;score:893
6	591782	272810	274188	+	501513342	3542	1508	2892	0.0123	60	mm:11;ins:0,0;del:1,6;score:1311
15	103233	3410	5599	-	501514931	4512	1098	3180	0.0649	60	mm:35;ins:5,107;del:0,0;score:1770
1	1238593	205021	205639	+	501514931	4512	3186	3804	0.0275	0	mm:17;ins:0,0;del:0,0;score:533
7	474387	89610	93863	-	501528198	103973	60321	64548	0.0540	60	mm:194;ins:6,31;del:2,5;score:3168
7	474387	43357	45266	-	501528198	103973	65148	67031	0.0657	8	mm:82;ins:4,35;del:2,9;score:1384
1	1238593	1184795	1185779	-	501534962	2171	1187	2171	0.0000	60	mm:0;ins:0,0;del:0,0;score:984
16	107813	28690	29232	-	501537841	13404	0	542	0.0000	60	mm:0;ins:0,0;del:0,0;score:542
4	319932	157363	157471	-	501538316	3899	3791	3899	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
5	308816	50835	51274	+	501548394	2643	88	522	0.0342	10	mm:10;ins:1,5;del:0,0;score:373
1	1238593	718684	719065	+	501550322	1806	370	751	0.0026	60	mm:1;ins:0,0;del:0,0;score:376
1	1238593	972679	974178	+	501555760	4320	2821	4320	0.0000	60	mm:0;ins:0,0;del:0,0;score:1499
4	319932	283667	283769	-	501559296	19864	16915	17017	0.0098	60	mm:1;ins:0,0;del:0,0;score:97
5	308816	55543	55717	+	501566375	10533	10359	10533	0.0057	60	mm:1;ins:0,0;del:0,0;score:169
16	107813	93942	96358	+	501572962	3384	0	2423	0.0033	60	mm:1;ins:0,0;del:1,7;score:2398
2	676873	651623	653580	-	501573740	1957	0	1957	0.0000	60	mm:0;ins:0,0;del:0,0;score:1957
1	1238593	1190193	1191805	+	501590134	2801	1189	2801	0.0000	60	mm:0;ins:0,0;del:0,0;score:1612
12	131948	87406	89337	-	501593144	17913	0	1931	0.0000	60	mm:0;ins:0,0;del:0,0;score:1931
12	131948	89295	90821	+	501593144	17913	1932	3458	0.0000	60	mm:0;ins:0,0;del:0,0;score:1526
12	131948	110684	111943	+	501593144	17913	16654	17913	0.0000	60	mm:0;ins:0,0;del:0,0;score:1259
6	591782	429490	430118	-	501598247	37852	35720	36348	0.0334	9	mm:21;ins:0,0;del:0,0;score:523
1	1238593	931472	932820	-	501600494	84297	41539	42890	0.0717	9	mm:92;ins:1,1;del:1,4;score:870
11	237718	10266	13324	-	501601943	46039	10223	13276	0.0490	60	mm:139;ins:2,8;del:3,3;score:2314
11	237718	8897	9784	-	501601943	46039	18907	19794	0.0327	60	mm:29;ins:0,0;del:0,0;score:742
13	131654	19687	20198	+	501601943	46039	22105	22616	0.0509	60	mm:26;ins:0,0;del:0,0;score:381
1	1238593	1047667	1047770	-	501603334	3378	1551	1654	0.0194	60	mm:2;ins:0,0;del:0,0;score:93
1	1238593	929930	930047	-	501614669	220078	93991	94108	0.0598	60	mm:7;ins:0,0;del:0,0;score:82
6	591782	92746	93295	+	501615053	1095	0	549	0.0000	60	mm:0;ins:0,0;del:0,0;score:549
6	591782	93893	94439	+	501615053	1095	549	1095	0.0000	60	mm:0;ins:0,0;del:0,0;score:546
3	369480	264712	264802	-	501615337	269715	251145	251235	0.0111	60	mm:1;ins:0,0;del:0,0;score:85
19	62488	11605	11741	+	501620343	32254	29225	29361	0.0221	60	mm:3;ins:0,0;del:0,0;score:121
2	676873	300479	300589	+	501620343	32254	29251	29361	0.0273	60	mm:3;ins:0,0;del:0,0;score:95
1	1238593	509245	509780	+	501621443	1423	0	535	0.0000	60	mm:0;ins:0,0;del:0,0;score:535
1	1238593	511235	512124	+	501621443	1423	535	1423	0.0011	60	mm:0;ins:1,1;del:0,0;score:881
5	308816	154335	154443	+	501622257	1498	622	730	0.0000	14	mm:0;ins:0,0;del:0,0;score:108
19	62488	6685	6793	-	501622257	1498	622	730	0.0000	14	mm:0;ins:0,0;del:0,0;score:108
24	14473	10687	11563	-	501622257	1498	622	1498	0.0000	60	mm:0;ins:0,0;del:0,0;score:876
4	319932	124900	125131	-	501623424	11211	0	238	0.1647	60	mm:1;ins:1,17;del:2,24;score:150
7	474387	45873	45973	-	501624229	160196	133893	133993	0.0200	60	mm:2;ins:0,0;del:0,0;score:90
3	369480	256361	257317	+	501626421	2950	1307	2263	0.0052	60	mm:5;ins:0,0;del:0,0;score:931
5	308816	7920	9418	+	501632005	10597	9141	10597	0.0454	60	mm:26;ins:2,42;del:0,0;score:1272
2	676873	315361	315584	-	501633078	2922	1172	1395	0.0448	15	mm:10;ins:0,0;del:0,0;score:173
17	150032	80455	81002	-	501640103	121649	86440	86987	0.0037	60	mm:2;ins:0,0;del:0,0;score:537
18	87812	43926	47337	+	501640723	4734	0	3411	0.0000	60	mm:0;ins:0,0;del:0,0;score:3411
18	87812	49126	50449	+	501640723	4734	3412	4734	0.0227	60	mm:29;ins:1,1;del:0,0;score:1170
1	1238593	1193564	1195475	+	501641532	61235	19178	21141	0.0935	10	mm:82;ins:3,26;del:2,78;score:1341
2	676873	289115	290311	+	501644310	1196	0	1196	0.0000	60	mm:0;ins:0,0;del:0,0;score:1196
1	1238593	502712	506216	+	501655788	516116	280230	283829	0.0710	60	mm:147;ins:2,7;del:3,102;score:2623
1	1238593	696968	697191	+	501656249	143314	15103	15326	0.0359	60	mm:8;ins:0,0;del:0,0;score:183
3	369480	179906	180767	+	501656249	143314	22262	23123	0.0163	60	mm:14;ins:0,0;del:0,0;score:791
2	676873	543840	545615	+	501665650	2417	0	1775	0.0000	60	mm:0;ins:0,0;del:0,0;score:1775
2	676873	433901	438335	-	501668956	17337	1599	5935	0.0505	60	mm:124;ins:5,99;del:1,1;score:3579
2	676873	425734	431220	-	501668956	17337	8306	13756	0.0566	60	mm:160;ins:8,95;del:6,59;score:4353
20	62468	28639	31523	+	501668956	17337	14465	17337	0.0380	60	mm:74;ins:1,24;del:3,12;score:2430
11	237718	105382	108287	-	501673653	2905	0	2905	0.0021	60	mm:6;ins:0,0;del:0,0;score:2875
6	591782	234391	237663	-	501673853	4809	1537	4809	0.0000	60	mm:0;ins:0,0;del:0,0;score:3272
3	369480	100478	103453	-	501674641	4510	0	2975	0.0003	60	mm:1;ins:0,0;del:0,0;score:2970
3	369480	98431	99969	-	501674641	4510	2972	4510	0.0020	60	mm:3;ins:0,0;del:0,0;score:1523
25	13316	5178	6490	+	501675295	1907	595	1907	0.0000	60	mm:0;ins:0,0;del:0,0;score:1312
13	131654	109407	113493	+	501675858	4086	0	4086	0.0002	60	mm:1;ins:0,0;del:0,0;score:4081
6	591782	222815	223849	-	501675917	9423	7619	8653	0.0290	60	mm:30;ins:0,0;del:0,0;score:884
1	1238593	225387	227427	-	501678447	8118	0	2040	0.0000	60	mm:0;ins:0,0;del:0,0;score:2040
1	1238593	222819	224690	-	501678447	8118	2040	3911	0.0021	60	mm:4;ins:0,0;del:0,0;score:1851
2	676873	166731	170336	+	501678950	19234	0	3596	0.0313	60	mm:92;ins:2,15;del:2,6;score:3085
4	319932	318764	319389	-	501685363	8771	1294	1919	0.0016	60	mm:1;ins:0,0;del:0,0;score:620
8	284015	17776	18401	-	501685363	8771	1294	1919	0.0016	60	mm:1;ins:0,0;del:0,0;score:620
9	183372	176982	182829	-	501685363	8771	1294	7141	0.0072	60	mm:42;ins:0,0;del:0,0;score:5637
2	676873	616988	617593	+	501687789	2142	0	605	0.0281	60	mm:17;ins:0,0;del:0,0;score:520
7	474387	156088	156501	+	501688395	9085	3205	3618	0.0024	60	mm:1;ins:0,0;del:0,0;score:408
3	369480	350974	353484	-	501694380	4795	2285	4795	0.0000	60	mm:0;ins:0,0;del:0,0;score:2510
1	1238593	350763	351575	-	501695888	1460	648	1460	0.0000	60	mm:0;ins:0,0;del:0,0;score:812
6	591782	178038	179605	+	501696622	3006	0	1567	0.0000	60	mm:0;ins:0,0;del:0,0;score:1567
1	1238593	1224028	1224290	+	501697140	19192	3145	3407	0.0420	60	mm:11;ins:0,0;del:0,0;score:207
1	1238593	55246	56166	+	501697140	19192	8196	9116	0.0163	36	mm:15;ins:0,0;del:0,0;score:845
7	474387	297901	298635	-	501697140	19192	9296	10030	0.0204	22	mm:15;ins:0,0;del:0,0;score:659
1	1238593	549754	551109	-	501698458	1355	0	1355	0.0000	60	mm:0;ins:0,0;del:0,0;score:1355
1	1238593	545177	549193	-	501698460	4016	0	4016	0.0002	60	mm:1;ins:0,0;del:0,0;score:4011
10	150036	22365	22890	+	501705011	2432	1398	1923	0.0000	60	mm:0;ins:0,0;del:0,0;score:525
10	150036	23554	24063	+	501705011	2432	1923	2432	0.0000	60	mm:0;ins:0,0;del:0,0;score:509
10	150036	26767	29344	+	501705018	14632	12056	14632	0.0031	60	mm:7;ins:1,1;del:0,0;score:2534
2	676873	516723	522475	+	501705340	31588	17386	23077	0.0449	60	mm:197;ins:4,61;del:0,0;score:4621
7	474387	335378	336724	+	501710675	1874	528	1874	0.0000	60	mm:0;ins:0,0;del:0,0;score:1346
7	474387	83986	85607	-	501713813	292393	246163	247737	0.0888	60	mm:97;ins:5,47;del:0,0;score:1012
9	183372	90792	91254	+	501713813	292393	248144	248605	0.0801	58	mm:36;ins:1,1;del:0,0;score:274
6	591782	364335	365020	+	501714763	1423	738	1423	0.0000	60	mm:0;ins:0,0;del:0,0;score:685
3	369480	203467	205143	+	501715535	2454	778	2454	0.0018	60	mm:3;ins:0,0;del:0,0;score:1661
3	369480	207841	208568	+	501715539	1349	622	1349	0.0000	60	mm:0;ins:0,0;del:0,0;score:727
2	676873	531916	534779	+	501716616	4295	908	3765	0.0021	60	mm:0;ins:1,6;del:0,0;score:2845
5	308816	78866	78966	-	501716616	4295	2699	2799	0.0000	60	mm:0;ins:0,0;del:0,0;score:100
2	676873	534890	535413	+	501716618	2013	0	523	0.0000	60	mm:0;ins:0,0;del:0,0;score:523
13	131654	69144	70439	+	501717135	2223	0	1296	0.0077	60	mm:3;ins:2,3;del:1,4;score:1252
1	1238593	742079	746689	+	501717840	7118	1106	5710	0.0282	60	mm:108;ins:1,14;del:2,8;score:4016
19	62488	6970	9021	-	501721447	14692	5888	7934	0.0307	60	mm:58;ins:3,5;del:0,0;score:1733
1	1238593	796727	796850	-	501724912	29319	23171	23293	0.0081	60	mm:0;ins:1,1;del:0,0;score:115
6	591782	97972	99787	-	501726441	3839	2070	3826	0.0490	60	mm:30;ins:3,59;del:0,0;score:1529
6	591782	131711	132786	+	501729771	1049	0	1049	0.0242	60	mm:0;ins:1,26;del:0,0;score:1017
6	591782	99518	100401	+	501739274	2654	0	883	0.0215	0	mm:19;ins:0,0;del:0,0;score:788
21	33754	26305	26696	-	501740218	3899	0	391	0.0128	60	mm:5;ins:0,0;del:0,0;score:366
8	284015	118369	118866	+	501741642	11352	104	604	0.0460	60	mm:20;ins:0,0;del:1,3;score:388
14	116408	32407	33046	+	501742053	30064	4309	4925	0.0882	60	mm:20;ins:3,30;del:2,7;score:442
6	591782	65395	67302	+	501742458	3037	964	2864	0.0273	60	mm:45;ins:2,7;del:0,0;score:1656
8	284015	156255	157385	-	501744384	5160	0	1130	0.0000	60	mm:0;ins:0,0;del:0,0;score:1130
8	284015	152933	155076	-	501744384	5160	1130	3273	0.0000	60	mm:0;ins:0,0;del:0,0;score:2143
7	474387	467496	467705	+	501749455	5771	3479	3688	0.0287	0	mm:6;ins:0,0;del:0,0;score:179
6	591782	218733	223154	+	501756822	4424	0	4424	0.0226	60	mm:93;ins:2,2;del:1,5;score:3929
1	1238593	738307	740346	+	501759458	18558	4367	6406	0.0275	60	mm:56;ins:0,0;del:0,0;score:1759
18	87812	69485	72129	+	501759458	18558	7039	9808	0.0683	54	mm:64;ins:0,0;del:2,125;score:2187
1	1238593	1103409	1104239	+	501760492	2699	985	1815	0.0012	60	mm:1;ins:0,0;del:0,0;score:825
1	1238593	1103996	1104880	+	501760493	3617	0	884	0.0260	60	mm:23;ins:0,0;del:0,0;score:769
1	1238593	1095026	1095627	-	501760493	3617	1723	2324	0.0366	60	mm:22;ins:0,0;del:0,0;score:491
7	474387	463603	464395	-	501760649	1595	0	792	0.0000	60	mm:0;ins:0,0;del:0,0;score:792
2	676873	432765	433306	-	501762608	1916	1375	1916	0.0407	60	mm:22;ins:0,0;del:0,0;score:431
2	676873	541616	541696	+	501763113	108196	95480	95560	0.0125	0	mm:1;ins:0,0;del:0,0;score:75
6	591782	214391	214476	+	501764090	241172	7664	7749	0.0235	60	mm:2;ins:0,0;del:0,0;score:75
9	183372	58962	59127	+	501765110	61580	5827	5992	0.0303	6	mm:5;ins:0,0;del:0,0;score:140
12	131948	102865	104973	-	501765110	61580	49369	51504	0.1131	60	mm:88;ins:7,67;del:4,94;score:1374
1	1238593	741253	742325	+	501765921	49671	18007	19083	0.0418	60	mm:41;ins:0,0;del:1,4;score:857
8	284015	102371	102495	+	501766566	155598	5418	5542	0.0323	60	mm:4;ins:0,0;del:0,0;score:104
4	319932	228138	230413	+	501768126	3586	0	2275	0.0000	60	mm:0;ins:0,0;del:0,0;score:2275
1	1238593	1205898	1205988	+	501768126	3586	2071	2161	0.0000	60	mm:0;ins:0,0;del:0,0;score:90
6	591782	0	1665	-	501769219	2446	0	1665	0.0006	60	mm:1;ins:0,0;del:0,0;score:1660
5	308816	130513	130652	+	501769219	2446	493	632	0.0000	60	mm:0;ins:0,0;del:0,0;score:139
2	676873	644808	645092	+	501775621	1976	1456	1740	0.0246	60	mm:7;ins:0,0;del:0,0;score:249
7	474387	280622	281541	-	501780556	260737	154665	155588	0.0336	60	mm:27;ins:0,0;del:1,4;score:774
1	1238593	800028	800224	+	501780556	260737	156769	156965	0.0102	60	mm:2;ins:0,0;del:0,0;score:186
15	103233	33871	37019	+	501780923	3719	0	3148	0.0000	60	mm:0;ins:0,0;del:0,0;score:3148
1	1238593	613289	613757	-	501784325	31185	1069	1547	0.0439	53	mm:11;ins:0,0;del:1,10;score:397
2	676873	476368	478732	+	501784325	31185	26435	28809	0.0316	60	mm:63;ins:1,1;del:3,11;score:2012
6	591782	399952	403297	+	501784540	6396	3051	6396	0.0003	60	mm:1;ins:0,0;del:0,0;score:3340
11	237718	201999	203335	-	501798890	1336	0	1336	0.0000	60	mm:0;ins:0,0;del:0,0;score:1336
31	4893	1780	4695	+	501800120	507447	474017	476936	0.0622	60	mm:104;ins:3,38;del:4,42;score:2235
3	369480	113880	114448	+	501804918	10389	0	568	0.0279	60	mm:6;ins:1,5;del:1,5;score:511
14	116408	46361	48172	-	501809414	37808	22061	23832	0.0895	60	mm:103;ins:4,50;del:1,10;score:1156
3	369480	229785	230947	-	501809414	37808	23824	24986	0.0550	60	mm:62;ins:1,1;del:1,1;score:837
1	1238593	990195	990578	+	501809414	37808	33589	33972	0.0392	23	mm:15;ins:0,0;del:0,0;score:308
7	474387	471997	472167	+	501812236	2977	1952	2122	0.0059	60	mm:1;ins:0,0;del:0,0;score:165
1	1238593	467855	468083	+	501814239	236809	38631	38859	0.0088	60	mm:2;ins:0,0;del:0,0;score:218
5	308816	61762	61931	-	501814355	2134	1618	1787	0.0059	60	mm:1;ins:0,0;del:0,0;score:164
16	107813	88009	88315	+	501816109	278922	258327	258633	0.0752	60	mm:23;ins:0,0;del:0,0;score:191
13	131654	6297	7746	+	501816974	3185	0	1449	0.0000	60	mm:0;ins:0,0;del:0,0;score:1449
19	62488	61122	62488	+	501816974	3185	0	1366	0.0000	60	mm:0;ins:0,0;del:0,0;score:1366
1	1238593	837794	839160	-	501816974	3185	0	1366	0.0000	60	mm:0;ins:0,0;del:0,0;score:1366
14	116408	1367	1635	-	501817064	3972	0	268	0.0299	60	mm:8;ins:0,0;del:0,0;score:228
6	591782	526233	526478	-	501819623	16527	3582	3827	0.0000	60	mm:0;ins:0,0;del:0,0;score:245
1	1238593	113555	115046	+	501823281	9964	0	1491	0.0000	60	mm:0;ins:0,0;del:0,0;score:1491
1	1238593	152653	155209	+	501823281	9964	7408	9964	0.0000	60	mm:0;ins:0,0;del:0,0;score:2556
1	1238593	127308	129852	+	501823281	9964	7408	9952	0.0000	60	mm:0;ins:0,0;del:0,0;score:2544
1	1238593	129853	132397	-	501823281	9964	7408	9952	0.0000	60	mm:0;ins:0,0;del:0,0;score:2544
7	474387	8985	9288	-	501823752	59666	29218	29520	0.0792	26	mm:23;ins:1,1;del:0,0;score:180
1	1238593	1087793	1088609	-	501826284	67114	49200	50018	0.0733	0	mm:58;ins:0,0;del:1,2;score:518
1	1238593	764462	769875	-	501836768	12913	0	5413	0.0000	60	mm:0;ins:0,0;del:0,0;score:5413
1	1238593	751940	754210	-	501836768	12913	10643	12913	0.0000	60	mm:0;ins:0,0;del:0,0;score:2270
